Date,Product,Region,Sales_Amount,Quantity,Customer_Age,Customer_Satisfaction,Marketing_Spend,Seasonality_Factor
2024-07-20,Product_E,North,844.1536837381936,7,59,,51.86012245674818,1.7909456567567772
2023-09-01,Product_C,West,3028.8855755874265,9,32,2.95881612743142,345.43173972677164,1.8013610881746764
2025-04-11,Product_A,South,2037.368165483293,14,32,4.0502844511662115,70.08242712389203,1.811539059007361
2024-05-19,Product_A,Central,670.4926173758859,9,24,4.333510497726655,244.40202794316926,1.8214765533024142
2023-05-11,Product_E,South,1704.9258671813823,9,40,2.392107852754877,143.9868511308937,1.8311706263658079
2024-04-29,Product_E,West,1050.9997269470032,8,26,4.568611667479844,176.32840016846663,1.840618405634478
2025-03-29,Product_B,South,1516.924753604201,10,47,2.881893278708627,39.594780950211316,1.8498170915275278
2024-10-08,Product_C,South,1515.0891234004805,12,27,3.11122945423532,265.62259942455466,1.8587639582758029
2023-01-21,Product_C,West,2211.593499198205,12,39,4.998830551287324,41.80388339450495,1.8674563547295968
2025-04-20,Product_D,South,2301.9205891365937,10,34,4.3732118646086455,24.088883264225327,1.8758917051442427
2023-06-16,Product_B,East,824.1004843381822,10,53,2.44708002309192,158.2311795798102,1.8840675099433635
2023-10-01,Product_B,East,553.7464534994555,9,39,1.0413823858907998,247.0907245082734,1.8919813464595485
2024-01-23,Product_B,South,1869.5047276868777,9,51,3.5046962951755787,10.266203532393225,1.8996308696522433
2024-08-23,Product_B,Central,735.5742048834496,11,36,3.8156537045124312,14.384141026790465,1.907013812802636
2023-11-12,Product_C,West,765.1843324020734,15,32,3.6032107605735186,324.58485185891226,1.9141279881853337
2023-01-14,Product_C,East,617.6402898803756,8,34,4.871449404652852,331.13061344024874,1.9209712877166347
2023-08-30,Product_B,Central,1891.1700490729086,12,25,4.451884109328577,56.288241990952045,1.9275416835791965
2025-02-15,Product_D,South,400.8519255343891,4,41,2.795326772722594,191.02097099538076,1.933837228822925
2023-12-12,Product_A,Central,1408.9217563398995,10,26,1.2514299498895238,117.10267720400624,1.9398560579418955
2024-07-18,Product_A,North,5148.940504962715,16,36,2.9042350780079875,200.31310973162698,1.9455963874271425
2025-06-16,Product_D,East,357.03756973340626,11,45,3.7569760798480925,397.37872063326324,1.9510565162951536
2023-12-06,Product_B,South,485.27101411463707,17,54,3.4308392329080184,16.64511217570106,1.9562348265919056
2023-04-02,Product_C,West,1122.7152109143806,14,36,3.1525482708435395,301.0015492730636,1.9611297838723007
2024-01-02,Product_A,South,2802.3214666438307,10,45,2.8752758320609653,135.8603364811293,1.9657399376548548
2025-08-13,Product_E,West,763.981775149623,15,43,2.1750474921095453,166.08084668889867,1.970063921851507
2024-03-30,Product_E,South,882.0304184213646,7,30,2.109387046898517,212.22362842920032,1.9741004551724206
2024-03-03,Product_D,Central,731.5496869892295,4,60,3.0009259157032075,511.81352549529873,1.977848341505657
2024-05-23,Product_B,Central,1467.55689113768,19,28,1.642412585718596,11.678413294499197,1.9813064702716092
2025-02-14,Product_A,Central,813.7305544892122,12,36,2.3627416942992063,5.983901995387886,1.9844738167520921
2025-07-31,Product_B,North,1459.6648845098232,10,52,2.2959170988403983,39.26668072248232,1.9873494423939864
2023-02-04,Product_A,West,2626.1905100975673,8,52,3.3485312063368036,860.2401849663446,1.989932495087353
2023-07-25,Product_D,Central,611.5562156039184,12,35,1.2667292014520983,251.10681806630524,1.9922222094179323
2023-03-22,Product_D,North,2442.65554451437,16,46,4.318674721060381,190.7160441168209,1.9942179068939518
2025-07-20,Product_E,West,8.699528059923047,9,32,3.2495135215376085,9.636271123291808,1.995918996147179
2024-07-15,Product_B,South,2707.7843744017628,7,29,3.6833067231037413,422.5752179617408,1.9973249731081555
2025-05-21,Product_E,North,1675.9336835162371,12,20,,335.06945139448044,1.9984354211555644
2024-01-23,Product_B,East,2655.4205234690207,9,43,2.165936547370146,218.6056082485219,1.9992500112396834
2023-01-02,Product_E,North,792.5360440129865,6,44,2.881486269539466,82.8398728278928,1.999768501979891
2024-01-25,Product_C,North,717.4333421934963,11,28,4.824983823478669,14.622760653846335,1.99999073973619
2024-07-19,Product_C,West,1068.7575888428973,14,38,4.06682095198726,173.5184419526135,1.9999166586547379
2023-04-16,Product_C,South,609.5329870769026,16,66,,254.3750908218606,1.9995462806873574
2025-02-10,Product_C,East,559.4737264603491,15,48,3.985017380585153,19.796259127318496,1.9988797155850335
2025-04-01,Product_A,Central,624.0981408823006,8,24,1.7024005588340696,200.89746753864634,1.9979171608653923
2024-04-21,Product_C,Central,752.4612441920042,9,47,1.258143535378705,67.47702964805427,1.99665890175417
2024-12-03,Product_D,North,1102.061697470146,7,24,3.3106457468786545,288.99176908916365,1.9951053111006976
2024-02-06,Product_D,West,2183.9869860944555,10,0,2.4312531188104383,155.1388061239691,1.9932568492674143
2024-12-30,Product_A,West,975.8530027055833,13,34,2.101831640552681,27.63110786274635,1.9911140639934546
2024-07-09,Product_C,Central,323.57410533991754,17,53,4.22884398570167,149.52888789955497,1.9886775902323404
2023-06-11,Product_C,East,1089.1093932856625,9,51,2.4679730683277894,100.74910384810426,1.9859481499638303
2023-07-21,Product_C,South,393.6738750733913,12,39,2.2680038789372157,39.777028127279564,1.9829265519799821
2025-08-15,Product_E,East,3684.4987296365803,12,28,4.399950372676042,368.4199792050499,1.97961369164549
2025-09-22,Product_B,South,534.6619834763754,12,40,4.385149345945841,2.2179425372648365,1.9760105506323682
2023-09-27,Product_E,Central,1597.786263167009,8,31,2.4254665510202265,74.83058147665903,1.9721181966290613
2025-05-12,Product_B,South,3930.3236074955394,8,28,,2.535005604513935,1.9679377830240643
2025-03-26,Product_C,West,2003.7708764707165,13,47,4.403113961330642,20.18672056154122,1.9634705485641488
2023-09-28,Product_C,North,1791.4312750774195,10,28,2.695722140118665,70.50705318348679,1.9587178169872965
2024-03-31,Product_E,North,2640.4276994497077,9,48,,11.15988326861546,1.9536809966304456
2024-04-06,Product_E,Central,4498.461048486458,10,27,1.0063385778653604,181.58046877503233,1.9483615800121714
2024-12-27,Product_B,West,1515.615278381361,7,59,3.09316985155598,18.173850822606926,1.9427611433904208
2023-09-09,Product_D,East,1426.4051249921622,7,15,2.376301973481423,241.94025887859812,1.9368813462954315
2024-12-02,Product_B,West,1562.8148629780262,9,23,4.988527576633464,10.81566804326333,1.9307239310379796
2023-10-23,Product_E,North,1091.3497637486107,5,33,4.089643998509137,12.228091112390754,1.9242907221930934
2024-12-25,Product_E,North,1852.0713232037629,15,11,4.04510182540165,72.8624925733576,1.9175836260593937
2024-12-20,Product_A,West,946.0880445710663,13,4,4.820971073149375,453.77499353511394,1.9106046300942163
2025-01-18,Product_E,West,876.0851020508761,15,11,4.550897591573284,205.1057782453598,1.9033558023246844
2023-12-04,Product_A,North,734.1526116670952,8,31,2.272749917825555,294.04939350410626,1.895839290734909
2025-05-28,Product_D,East,179.1000334515902,8,31,1.6639488864155054,30.52585975423249,1.8880573226294932
2023-02-22,Product_B,Central,733.8266670801697,7,38,3.983569060261929,359.3046796446258,1.8800122039735356
2025-03-02,Product_B,Central,558.5468286495312,11,32,2.513095574731492,1.6359220361879485,1.8717063187093217
2025-07-10,Product_A,West,1364.0422819642145,7,38,2.892690606523826,47.919981163202436,1.8631421280499114
2023-08-05,Product_B,Central,894.1196446949705,5,29,3.5215909250993076,191.47063499225828,1.8543221697498269
2025-02-02,Product_E,North,2391.847167013778,11,43,,94.07959214693182,1.8452490573530633
2023-07-07,Product_C,North,575.6381273370981,15,42,2.676351014683864,829.4654361458022,1.835925479418637
2024-01-15,Product_A,West,827.5611491991028,11,31,4.133267560877446,6.161801529121759,1.8263541987239096
2024-05-07,Product_B,West,1801.2544743296821,7,41,2.07335916509863,1313.9950562197444,1.816538051445916
2023-02-10,Product_A,West,1209.8491706791765,9,32,3.7918871636944544,195.43536378150233,1.8064799463209447
2023-06-06,Product_A,East,573.1450910126805,8,16,1.0063176843116475,163.60924256241444,1.7961828637826158
2023-01-15,Product_C,Central,2747.3375961473657,10,45,4.486028853962539,12.271372012331817,1.7856498550787145
2025-03-23,Product_E,West,2819.4590208988466,11,24,1.12151831981785,63.856255771465634,1.7748840413670406
2023-03-06,Product_A,South,1008.5498446066476,6,45,3.8510150190503367,517.1559518967645,1.7638886127905429
2025-05-06,Product_B,South,1183.000612454788,11,38,1.1850327570451356,87.46733152330113,1.7526668275320083
2025-04-18,Product_D,North,5096.2143163461,14,33,2.0649827975760138,216.7367750783586,1.7412220108485958
2024-06-04,Product_A,Central,1656.746603919358,13,12,2.9888096142262124,1518.725961390038,1.7295575540864876
2023-12-10,Product_A,West,1445.3058521689206,13,53,2.6797547413929528,61.05239652570047,1.717676913675962
2023-05-09,Product_C,South,2276.4286817315856,8,30,1.7673444584040423,171.642518867681,1.705583610107178
2024-10-09,Product_E,Central,4905.397864510302,13,42,2.3352596468369495,238.4337446201047,1.6932812268869777
2024-04-16,Product_D,North,872.5569192152525,8,33,3.9108254802438682,35.97544848885146,1.6807734094770161
2023-03-04,Product_B,East,4408.160959649136,16,31,3.677028370318593,32.191691579588294,1.6680638642135335
2023-05-19,Product_D,Central,2172.0649076505397,8,37,1.2872583350556628,121.87444129003151,1.6551563572090853
2024-05-13,Product_B,Central,1562.0087644132163,9,35,3.9892633022915454,97.49101165745108,1.6420547132365637
2024-08-15,Product_E,East,1739.5118032380933,6,31,1.2121835247881134,250.5034055483746,1.6287628145958344
2024-01-27,Product_B,Central,1003.5859838777353,13,34,3.1717055563991376,14.40852590826916,1.6152845999633276
2024-11-05,Product_C,North,728.8741829174451,9,40,2.0402509921687626,716.3038787087964,1.6016240632249226
2024-02-23,Product_C,North,1101.0839880619924,9,40,3.3507605102392755,2.875975666408244,1.5877852522924734
2023-10-16,Product_C,East,1782.7749494814477,15,35,2.0453135837636074,183.91764469380263,1.5737722679043245
2024-01-14,Product_C,West,1298.2021011417569,15,42,4.939831878503324,165.39633907793564,1.5595892624101766
2025-02-11,Product_D,South,171.44103339335095,11,29,2.2389127349101274,28.939438241233873,1.545240438540651
2024-05-04,Product_E,West,2795.4915812150894,7,61,,32.71942745534595,1.5307300481619333
2023-08-19,Product_B,Central,575.6486044709275,16,52,2.113861163661384,314.69593364172255,1.5160623910158528
2023-02-10,Product_B,South,3536.584257241309,7,44,4.585891429037181,437.0714794801862,1.501241813445776
2023-01-28,Product_C,East,19.520174696749656,8,11,3.544875314677379,66.5406201965867,1.48627270710869
2023-05-15,Product_C,East,1678.280639225223,5,42,3.922736389683106,115.2378620162136,1.4711595076738637
2023-07-20,Product_A,South,546.0881703877784,10,30,4.672042040377402,87.69945478065787,1.4559066935084588
2025-04-19,Product_E,North,2736.0822709934696,13,23,4.64748993938003,15.06263472828962,1.440518784350495
2025-02-18,Product_D,South,989.8203522577325,15,30,3.95578338631491,223.68398175702606,1.425000339969554
2025-07-18,Product_B,Central,642.6203665727464,9,24,1.7912977153652916,348.81447956915343,1.4093559588156213
2023-02-02,Product_A,North,799.1048251817264,13,41,4.3734932827000215,72.73397239885281,1.3935902766564667
2023-02-17,Product_A,East,794.489219762897,9,54,1.8151041367642549,924.5811802305722,1.3777079652039648
2024-05-17,Product_B,South,537.2742046085634,14,44,3.971595256393728,15.776513590365346,1.3617137307297678
2024-02-11,Product_D,West,3489.5184991542073,15,68,3.7424122661794974,216.8180770440442,1.3456123126707336
2024-07-27,Product_A,West,1325.2397829071715,7,16,4.035555400561787,118.92407756710183,1.3294084822245305
2024-12-28,Product_A,Central,2047.6412739438335,13,28,3.130742722855263,118.33552939124768,1.313107040935827
2025-03-15,Product_E,West,1591.7516087296603,10,23,3.5549047289968785,122.36712924988132,1.2967128192734907
2023-04-09,Product_D,South,1686.8588404134741,8,49,4.813280321737022,59.86505816333594,1.2802306751992159
2024-11-14,Product_A,South,642.8098251153126,15,32,1.4043543766968596,251.44857680228282,1.263665492728007
2025-05-21,Product_D,West,753.4125020352551,11,37,2.23538909912648,255.72240737060935,1.2470221804809356
2024-12-26,Product_B,South,1931.01681997195,18,42,3.4454280523935297,66.36778821597336,1.2303056702306123
2025-09-13,Product_C,Central,4062.6323844819094,10,17,,360.7337741219148,1.2135209154397961
2024-06-30,Product_A,North,748.0738768205345,13,27,,76.20668454063095,1.1966728897935766
2025-08-18,Product_E,Central,1126.0800836948124,10,46,1.0901968861203457,258.2645742685787,1.1797665857255624
2025-01-08,Product_B,Central,1302.5882074034075,12,28,1.222998393881312,25.794023361120605,1.162807012938517
2024-09-04,Product_D,South,4334.676406765126,13,14,1.2096227458447952,36.95330292668738,1.145799196919875
2025-07-31,Product_B,North,533.8540595056558,10,24,4.631263431109618,75.8997281284498,1.1287481774525814
2024-04-06,Product_A,South,996.4215373731022,8,31,3.885031631735299,180.21825012617373,1.1116590071216952
2024-10-04,Product_D,East,2641.7598396723834,18,37,3.708425464785113,207.4158665256936,1.0945367498171992
2025-02-07,Product_C,South,466.2865235188447,13,34,3.090291281047238,100.95418873399005,1.077386479233463
2023-01-05,Product_B,South,670.8105298915706,15,27,4.127810467888608,16.207123262787697,1.060213277365793
2023-08-06,Product_A,South,1489.6692665911935,13,46,1.6225919710463632,93.56429105370985,1.0430222330045307
2024-05-17,Product_E,North,2940.3778023950927,14,33,2.5677647591537496,233.44302179215276,1.025818440227133
2025-02-05,Product_D,South,1062.1725150601787,12,37,2.960017003057374,222.33674647108842,1.0086069968886886
2024-02-02,Product_B,North,856.4242930878918,11,28,1.441637990706905,34.917447946147426,0.991393003111312
2025-05-20,Product_B,West,1119.4711286621275,12,53,2.678054837350068,1.5628846999681427,0.9741815597728676
2025-03-05,Product_C,East,1024.6898505941383,10,30,2.2660071170504814,279.658504244224,0.9569777669954697
2024-01-28,Product_C,North,1761.324042940575,14,35,,22.492281570462957,0.9397867226342073
2023-07-26,Product_E,West,692.5246020480458,12,47,1.546941610916941,17.187658364329714,0.9226135207665368
2023-01-15,Product_E,North,660.14786734528,13,38,4.056147292669888,0.540974340713918,0.9054632501828007
2025-05-07,Product_A,North,1203.9298037167955,8,38,1.0721516380185778,113.33861870197653,0.8883409928783056
2024-07-07,Product_A,East,1618.9753828428923,12,11,4.737013196385444,139.93927632748247,0.8712518225474193
2025-06-10,Product_E,Central,1424.6952628351567,8,43,1.3456985297889497,203.03668964291884,0.8542008030801256
2024-04-05,Product_E,Central,2264.8844234742514,11,35,4.196952376813833,70.21352195328174,0.8371929870614836
2024-11-21,Product_D,North,852.0481510898184,11,41,4.594466163773883,247.86799375044822,0.8202334142744379
2024-07-28,Product_C,South,2045.3681531070442,8,37,4.764542339401789,37.10498218941192,0.8033271102064238
2025-05-13,Product_A,West,2618.9129738812,10,28,4.46990809398389,356.7464187310159,0.7864790845602041
2025-01-12,Product_C,South,615.498453274633,8,45,2.150200157701773,169.6555548847768,0.769694329769388
2023-08-29,Product_C,South,1051.1166990175343,8,37,2.332348525353908,175.36104122469595,0.7529778195190647
2024-07-17,Product_E,North,1205.065960650378,10,19,2.706182794440304,47.08761751344392,0.7363345072719928
2023-04-06,Product_D,North,453.3111469669752,14,50,1.5571867576284033,15.399698216357619,0.7197693248007839
2025-06-18,Product_B,North,1299.3059148312864,6,17,1.0890898202688954,124.99485551451042,0.70328718072651
2025-01-03,Product_D,North,473.81430136186395,12,45,4.476486457124139,191.2205389558523,0.6868929590641732
2024-04-29,Product_D,Central,852.9389609950819,8,52,3.2165148648418254,19.974334427539777,0.6705915177754698
2024-02-11,Product_C,North,2428.9740441776544,9,21,3.4348917687128653,601.2958614318994,0.6543876873292667
2023-08-19,Product_D,Central,676.2356891849067,15,33,4.707953899271182,786.591729242983,0.6382862692702326
2025-01-18,Product_A,Central,2417.0475169461693,9,32,3.6604807124544627,157.69241804778767,0.6222920347960353
2024-10-16,Product_C,North,1586.538218407025,6,32,3.7634140173592536,599.4232672790699,0.6064097233435335
2023-06-20,Product_A,East,12440.020178429802,11,56,4.147874593746969,39.55492558759969,0.590644041184379
2024-06-24,Product_B,West,1629.0250832047363,12,21,1.4653937994296151,5.14987461482164,0.5749996600304461
2023-02-05,Product_C,South,178.00150904048846,9,31,2.440648612855166,8.041423238168461,0.5594812156495048
2024-06-08,Product_B,Central,1703.1439584862915,6,53,4.872831710813465,177.1098653641731,0.544093306491541
2023-06-09,Product_C,West,300.1709152022877,13,31,4.691720312402426,12.724723091476925,0.5288404923261361
2025-04-18,Product_E,East,1287.4367890930384,12,23,4.536301185240739,636.6322831321868,0.5137272928913098
2024-11-29,Product_D,South,3323.194524352828,11,38,2.80835404135589,30.614667917203025,0.49875818655422444
2023-08-31,Product_E,South,1096.04382180863,10,44,4.428771814347223,72.68893454428371,0.4839376089841474
2023-03-27,Product_B,Central,1278.3436828236925,14,30,1.1935835277830624,345.7769936089565,0.46926995183806686
2025-03-06,Product_D,North,1775.6618396203178,9,41,1.5940696970284698,49.36953831629522,0.45475956145934926
2024-07-31,Product_C,East,2422.9147144918243,10,18,2.6558707939362165,55.670071981240255,0.44041073758982374
2024-11-12,Product_D,Central,1724.6617212898718,5,19,2.9335682667285057,205.6171340374972,0.42622773209567566
2024-07-10,Product_A,East,786.4932772166569,12,29,2.0540286140834274,64.61656008390277,0.41221474770752664
2024-07-27,Product_D,North,1932.9552265243778,12,42,2.42590668339115,49.03888748221107,0.3983759367750773
2025-08-10,Product_A,North,418.73486976800285,13,44,,58.653586017560265,0.38471540003667226
2024-10-07,Product_D,Central,2204.982811015685,6,20,2.9565361268636288,134.92299328948337,0.3712371854041655
2025-03-06,Product_A,North,3686.2324283508933,11,43,4.1753731714714455,676.8673020738428,0.3579452867634364
2023-01-28,Product_B,West,1615.3522871303244,10,36,3.645441574645223,357.0417244646483,0.34484364279091495
2024-09-11,Product_E,South,2633.70033730406,11,24,1.431168989462165,66.98556005230381,0.33193613578646675
2024-07-09,Product_C,Central,761.590343620764,12,18,2.9503264135868643,90.31433594396562,0.3192265905229841
2023-12-06,Product_D,East,1787.2014480376201,11,37,3.7905855311188996,124.91545322286501,0.30671877311302287
2025-03-08,Product_E,West,1916.549567332755,13,50,3.1195811862157647,771.9776596869058,0.2944163898928226
2025-08-15,Product_C,Central,482.6347749649277,11,35,2.566702386142196,37.8427631882698,0.28232308632403846
2023-11-27,Product_C,North,2760.466198243926,4,23,3.4876576851355128,88.47243289828837,0.2704424459135124
2024-10-01,Product_A,North,895.9807291729876,10,12,4.874554661201103,261.4419995972927,0.25877798915140426
2024-05-20,Product_B,North,1563.1956675593583,10,53,1.379631639064312,664.5349247334158,0.2473331724679917
2023-12-14,Product_B,North,2372.877049833133,17,47,2.5600642429902427,33.84360788206058,0.23611138720945712
2024-04-17,Product_E,East,1734.5385017782774,10,38,,51.59357663645111,0.2251159586329594
2023-08-19,Product_B,West,760.0924284239989,17,52,3.307869241873484,51.15780112929434,0.21435014492128557
2023-07-09,Product_D,South,1325.009618235901,11,37,1.6086984075276716,4.230842071021908,0.20381713621738462
2023-08-13,Product_B,East,1196.1061803248738,12,28,1.7065721194818781,185.32661852758108,0.19352005367905534
2024-01-20,Product_E,East,2465.8110013386677,8,41,2.1414455439914186,222.15908500787322,0.18346194855408426
2024-01-12,Product_B,South,966.0385725925619,12,25,4.823480173074078,184.52509587990625,0.17364580127609053
2023-10-10,Product_D,South,1074.3320053795235,15,23,3.9364343249236105,14.79885498164436,0.16407452058136351
2025-08-15,Product_A,North,1844.8789375617926,10,44,3.646773206766013,14.348642702282376,0.15475094264693656
2024-09-24,Product_E,East,1121.2852741839288,9,45,4.267830749577049,47.24235255165092,0.1456778302501731
2024-09-19,Product_A,Central,1760.969954896197,13,19,1.5103058756667718,68.58104116962699,0.13685787195008847
2025-08-30,Product_A,South,1614.2972142049737,6,20,4.437331278895007,308.864588910446,0.1282936812906782
2025-01-14,Product_A,South,2783.7082098098326,9,29,3.379330855550016,34.725555271108895,0.11998779602646437
2023-09-16,Product_C,West,1141.4625768099004,13,26,2.341316029835742,9.018766250047943,0.111942677370507
2023-12-25,Product_C,Central,1132.9507464576575,9,40,4.263421022982762,100.17093575808052,0.10416070926509113
2024-12-10,Product_A,Central,994.8366403258292,8,35,4.210258137394496,107.7052091885808,0.09664419767531585
2024-03-31,Product_E,South,643.7608715834556,11,48,4.3828343268669085,119.8976137633515,0.08939536990578378
2024-02-15,Product_D,North,1046.9637288392735,14,38,1.4620716004279286,350.78125817599584,0.08241637394060664
2024-10-10,Product_D,West,543.9360216440573,4,27,4.877444979983104,20.629352424078956,0.07570927780690662
2023-11-14,Product_B,Central,1562.5610921795387,13,12,,243.44003526101852,0.06927606896202065
2024-11-07,Product_E,South,1774.3191396302102,16,37,2.429878582006966,82.48150149202102,0.06311865370456848
2023-08-13,Product_C,Central,1373.4014851388274,7,14,1.2635760728476786,74.20697880610217,0.05723885660957939
2025-03-29,Product_A,West,2445.1971605650633,13,27,1.6682226778751428,539.2533580535786,0.051638419987828366
2023-08-22,Product_B,West,5360.707568114044,9,26,4.971323301778789,57.12843739784292,0.04631900336955452
2024-11-14,Product_D,East,2423.239021077185,10,28,3.2520517726866522,205.74179414271558,0.04128218301270359
2024-10-25,Product_C,South,1684.4233189391712,7,19,2.426487195304208,64.35197134519726,0.0365294514358514
2025-09-01,Product_C,West,1222.2346406653646,14,26,2.1528107754001553,141.50759974676632,0.03206221697593581
2025-04-06,Product_A,East,744.115246343179,14,48,2.02796694124379,308.62977168373936,0.027881803370938818
2024-01-09,Product_D,East,715.8575561544693,11,48,3.6566110602179283,426.94438386616105,0.02398944936763181
2024-11-02,Product_E,Central,1044.2109092597852,13,53,2.677551326078744,364.8944369706389,0.02038630835450994
2024-08-30,Product_C,Central,2895.8597454570117,7,35,4.861642797474446,174.5412646166129,0.017073448020017756
2024-04-16,Product_A,East,2112.214296906635,16,38,3.735372122581446,57.221014071557505,0.01405185003616971
2023-08-21,Product_E,Central,736.0358651058169,9,48,4.168178364195844,216.48877097795744,0.011322409767659636
2024-11-22,Product_D,West,1081.2510355241097,9,17,2.1709661943326397,247.50939624968015,0.008885936006545414
2023-04-23,Product_C,North,2091.1509468612776,3,44,1.3167456364345034,2.1499120332964377,0.00674315073258569
2025-04-09,Product_E,West,617.6801094332336,12,50,2.951291349527524,115.68193723665149,0.004894688899302557
